x, y
1.235520916040531, 1.632435683867861
1.2354533959384353, 1.6549149073328489
1.2439645601718794, 1.7050629061089575
1.2443062236546094, 1.7462878964036803
1.2445034452838568, 1.697215702888672
1.2627770326139154, 1.7588954428585455
1.262538965348354, 1.7321845144947692
1.2627408020909372, 1.7125053349197126
1.2625527651236619, 1.697781127773729
1.262808088175273, 1.6786619480039917
1.2715632938008792, 1.6773609002297858
1.2714746949901528, 1.6987793959530701
1.2712870943569912, 1.7098900962244448
1.2710960480912985, 1.7268544677295588
1.2716345247723682, 1.7397794148049488
1.28058738837986, 1.7212035412406357
1.280361707106426, 1.7099810355920755
1.2809076091281664, 1.6936659129445455
1.2805698922852753, 1.6788875028915955
1.2806993690459167, 1.6847342849181768
1.2804229345277989, 1.7037461652101715
1.2904492924096727, 1.7571829595467314
1.2899151850708062, 1.7420794881831088
1.2904140309837895, 1.730425381228805
1.2902271615118721, 1.7180267136018854
1.2904810285167954, 1.701077640868128
1.290498660024666, 1.6930829020336815
1.2905674252071404, 1.6849606557206656
1.2990730700288977, 1.7806820576173459
1.299587886557944, 1.7638701005856623
1.2990979185549871, 1.745901784223431
1.2993943626261193, 1.7342997769439386
1.2996198474111333, 1.7235465964193235
1.2993748342889815, 1.7028832024804768
1.2993996885871844, 1.7182719865612013
1.299294948693157, 1.7060415787763186
1.3087178853125967, 1.6475936275741208
1.3085337285935963, 1.6608083644649458
1.3088895498614703, 1.6930829020336815
1.3090201015167064, 1.6890405353513487
1.30849976076779, 1.7607820878887428
1.308916374481185, 1.7415480572885962
1.3087768924616694, 1.7282374423251765
1.3090487173178698, 1.7197154776456438
1.30854266764168, 1.7097895899185014
1.3180938999152023, 1.6811729537193627
1.3180344727021365, 1.7194603727229303
1.3184162942133162, 1.7139775643844322
1.317957041262877, 1.7701961613113544
1.3181443251063034, 1.7484350633188934
1.3182956122543419, 1.7406513307226734
1.3187477761285158, 1.7337901313996924
1.3277456864702253, 1.7127929676055005
1.3277329881660302, 1.7916562945513714
1.3278363921749443, 1.7870133906713423
1.3279017041192596, 1.7734198157099375
1.3371337879428662, 1.8362029204524863
1.3370387936216912, 1.7797253273815947
1.3369529391764048, 1.751829929115579
1.3370789827031544, 1.7370350040556561
1.3369346729844285, 1.7173055254461203
1.3374023660908965, 1.7063711120142473
1.3274445879623196, 1.7631642150146403
1.3272995046312894, 1.7414895610422176
1.3275370868632117, 1.752967921960258
1.346437415106928, 1.8174265373746166
1.346214843117307, 1.788174238775448
1.346358315061304, 1.7806471677955267
1.3464190193327852, 1.7675027153462257
1.3465201992009124, 1.7741496711127704
1.3465091610276394, 1.7550446998515044
1.3465809107713855, 1.7494973940077105
1.346310489381116, 1.7359122135398555
1.3463068105530083, 1.7237251077659421
1.3462957741290005, 1.715595117191407
1.3562633933197317, 1.7314428437076526
1.3562133628410717, 1.7593435226030776
1.3562633933197317, 1.7538464474913749
1.356445000934679, 1.7252842489850309
1.3561559227155655, 1.7798897288008657
1.356154069848796, 1.7917866900004906
1.356532107092049, 1.8048338594047855
1.3562281864941947, 1.8278647289973071
1.3661872109494548, 1.8741140597251187
1.3662488092613005, 1.856861721607086
1.3663365449849787, 1.8349184405290808
1.3661386809022178, 1.825328766245942
1.366134947893066, 1.809984040450114
1.3660360268672769, 1.8000006104703343
1.3660266950647837, 1.7898217345241316
1.3662077434114857, 1.7781368963300475
1.3661069506495669, 1.7639589733375294
1.3661069506495669, 1.751472006602961
1.3759711917080837, 1.7616300124018998
1.3757305803077882, 1.8442900338345916
1.3759204342389353, 1.8360076215705166
1.375845241429984, 1.8099688415290223
1.3756460003588762, 1.8044449040655013
1.3753810168568879, 1.7964771948655873
1.3760576717088062, 1.7916713396958068
1.3862077610939925, 1.731510695806857
1.3861244308194136, 1.8559679592618663
1.3862039732455615, 1.8359202577432032
1.385899085397601, 1.8214396441412355
1.3857495065695857, 1.7982883749133902
1.385946423832813, 1.7938441811477297
1.3858422814096407, 1.7829164287445944
1.3960874330367983, 1.7747456941204784
1.3964823258607844, 1.7842444129091106
1.3960740811252927, 1.7921929828159429
1.3965700949894384, 1.8029353395682846
1.3958452110706392, 1.8208381330284242
1.396241943015344, 1.8309473851469695
1.3960397482249163, 1.8463871410457307
1.3962362201186163, 1.8527187105664136
1.3958242331930542, 1.8673225476353013
1.396297265559732, 1.9074826313005648
1.4054478892873095, 1.8652173249380186
1.4053403614218158, 1.8603369287369615
1.405739792110933, 1.856820141723267
1.405837746772762, 1.8423345390112953
1.4062373188304609, 1.8361772220443282
1.4058262223406355, 1.823709842921788
1.4060259925378928, 1.8170857295726897
1.4063257010619212, 1.811012797346637
1.406625473471824, 1.8044348024463779
1.4059088161918285, 1.8000106872658852
1.4061066770105035, 1.7864382496641735
1.4055957535362287, 1.7701119290293472
1.4158147670685093, 1.9128668273096643
1.416095279636227, 1.8719383022747256
1.4158766685116522, 1.8394798411138178
1.4163797180754234, 1.8240161535355544
1.4158669962327626, 1.8151692410421425
1.4158669962327626, 1.8120015627082486
1.4156619594681752, 1.805419976395761
1.4161629978926455, 1.7986004846340624
1.4160488461319307, 1.7700574279238508
1.4266225565010604, 1.8839653092244142
1.426671285936107, 1.8452401516665868
1.4267901927431454, 1.8213631698412658
1.4366567893839628, 1.922017740656057
1.4365488364957844, 1.9059722256200236
1.4364094911256475, 1.89028287564687
1.436511545565047, 1.8875335087418874
1.4362995944530401, 1.8480624052473027
1.4367078244822489, 1.8413498380612021
1.4362780085946447, 1.8183017396625667
1.446973116642443, 1.9043777252847711
1.4469652088705856, 1.8905527406444183
1.4468663653686693, 1.8576987147215864
1.4470719674371333, 1.8489575359954582
1.4470423114896773, 1.8078574328519275
1.4575168494405553, 1.8825736434132683
1.4575885399438961, 1.850106836076729
1.4678927167316913, 1.8914102144570464
1.5106229850130994, 1.8788728174917897
1.2533611862487004, 1.9953660424029407
1.253690014632795, 1.9560037951025433
1.2622923198078733, 1.9609595097277448
1.2807063681626656, 1.990089402846201
1.2898623151848134, 1.9307313871024647
1.2899010862226534, 2.022537214208239
1.2985016850906963, 2.006579063821515
1.2986862042963043, 2.00367737257446
1.2991476170330745, 2.012614753922089
1.2987270149687724, 1.9896382466179172
1.2990003020794512, 1.9736579065027993
1.2990003020794512, 1.9682072724899646
1.2988086401611234, 1.9545096767505483
1.3084926097589256, 2.056521202604423
1.30854266764168, 2.0187759606254785
1.3082387742619805, 2.0073936386747047
1.3082387742619805, 2.0056413078685567
1.308421101819679, 1.9934177484767954
1.3174871480253765, 2.072574846543027
1.317568152146817, 2.0574078809514087
1.316963441591459, 2.035902184893884
1.3171505842427529, 2.0335329070388632
1.3176185572248351, 2.023494197894796
1.3172369667432202, 2.0117079628058403
1.3176509615075334, 1.9946791772042036
1.3175555511786012, 1.9909084291646855
1.3176941684574555, 1.9633926112301157
1.317503348451244, 1.9559764200323237
1.3273176391804578, 2.0822682888874433
1.3272831837488765, 2.0660701631438383
1.3274717928523487, 2.0545764558774726
1.3273194526490015, 2.018210963903935
1.3273194526490015, 2.012930255329402
1.3268335317147812, 1.9942325625179738
1.3273357739773937, 1.9863162115002637
1.3275933148349415, 1.971614911457366
1.3276876380709917, 1.9687472492377234
1.3366607100504102, 2.0687031678311514
1.3369894723090603, 2.0540589340191096
1.3368871820532346, 2.0360845513340142
1.3368871820532346, 2.0325313504679983
1.3366935826380666, 2.0212015918797746
1.3370150460959014, 1.994545182297173
1.3463362414593414, 2.079251324266882
1.3463822285384954, 2.055611890797239
1.3461872541116802, 2.050330883690007
1.3462828984153372, 2.0402092498973023
1.346426377612282, 2.0178325045669063
1.3462166824044524, 2.012772498443903
1.3465901097329767, 1.9955727066613753
1.346393265671224, 1.9796610655389115
1.3562856296804409, 2.1028211937927614
1.3562652463358664, 2.0824081770926637
1.3563764319371012, 2.064318614825055
1.3565691752385542, 2.0556233985604226
1.3565691752385542, 2.0496480464942852
1.3561318356450158, 2.035554594111815
1.3562633933197317, 2.012135962349215
1.3561651870873868, 2.0151232287841423
1.356357900370602, 2.0020235492999094
1.356357900370602, 1.995042125283841
1.3564042297615857, 1.9872449318275147
1.3662040102136186, 1.9804037351843709
1.3660864197023304, 2.0547719980669146
1.366308543609997, 2.077529307483611
1.366308543609997, 2.0830844359119345
1.3663664137508198, 2.108898434027126
1.3663384117637147, 2.139441308779755
1.37514238746575, 2.119610011570854
1.3756309644679159, 2.1165270943565253
1.3756309644679159, 2.1100675559154127
1.3755313558411677, 2.1045465018558245
1.375845241429984, 2.074437915643157
1.375835842617799, 2.0660007666383597
1.3757362191559448, 2.061194954583322
1.3757380987771333, 1.9945730971604925
1.3860373181610974, 2.016641103706571
1.385603730083378, 2.1342197197415826
1.3860941301433767, 2.1201618526450883
1.3860941301433767, 2.1155379552201135
1.3862910963781754, 2.111231416377945
1.3861907158575633, 2.1063203913891635
1.3863876958173493, 2.087701679778504
1.3864861962936836, 2.0798159442752575
1.3855071852686431, 2.0669725298657573
1.3859994447998942, 2.060364314999116
1.3956926518793473, 2.024179653710023
1.3957994415623745, 2.060727678620676
1.3956964656559077, 2.0928094576259624
1.3956964656559077, 2.097782929381083
1.3958947963982316, 2.1052594140250878
1.3956926518793473, 2.110888690289792
1.3956869312340463, 2.119378637094938
1.396180899992903, 2.1436373770150423
1.3961522869948344, 2.171660156458965
1.396144656961051, 2.1806997033231243
1.4057935702959774, 2.182934911684919
1.405591912709609, 2.1567217076071143
1.4057916496110858, 2.148888022271095
1.4059933358533256, 2.126211837428797
1.4056879365237243, 2.1123308788911537
1.4057878082491748, 2.108030868600622
1.4055784698990892, 2.0806777217975463
1.4058800038321673, 2.043466976641773
1.4156832354874487, 2.086708489132322
1.416085605863939, 2.082775428345894
1.4156754987161708, 2.0785355832230246
1.4156754987161708, 2.074002469244489
1.416174607061752, 2.1499228435829685
1.4160681932403532, 2.2013058881736827
1.4159637219950754, 2.2105616473869323
1.426934453648688, 2.182727172883513
1.4267278141660018, 2.172584314882398
1.42672586487941, 2.153566728174604
1.4266225565010604, 2.1345303849809882
1.4264159621853159, 2.127706184262537
1.4264159621853159, 2.120903800856116
1.4264159621853159, 2.115970276523347
1.4261041783687582, 2.1073819034488492
1.4368059739976438, 2.209646074389061
1.4369414313401654, 2.1901078903344398
1.436590053913915, 2.1735210343611797
1.436590053913915, 2.1697279910828264
1.436590053913915, 2.166256849893296
1.436590053913915, 2.159645538640763
1.4364860312754555, 2.1552492112789574
1.4364860312754555, 2.1508618333923906
1.4363820161692138, 2.13980663923066
1.4362191397205923, 2.132452178639798
1.4468762494150094, 2.2461829044942205
1.4469098556776279, 2.2091204099928374
1.4470106791489457, 2.1975812278218805
1.446696370339601, 2.1937461967487746
1.4473131917183015, 2.180058877612418
1.4475129242116997, 2.152747069264409
1.4475129242116997, 2.1474268852284473
1.4579151746392203, 2.2261970231294708
1.457996844749347, 2.2130132897555503
1.4583076313810999, 2.1953678924476536
1.4585148592721102, 2.186438897326011
1.4580924643501953, 2.1654929745446747
1.4580924643501953, 2.1468499197172184
1.4681895651947627, 2.2145934378382113
1.4681895651947627, 2.2065495497102035
1.4677302777838397, 2.1727059439494067
1.4785888854465785, 2.2484978203821107
1.4785868653040817, 2.2368093019179507
1.4787969749072811, 2.2128708220395725
1.4791121952951258, 2.2006651669551025
1.4794274828753537, 2.196185337133702
1.4794274828753537, 2.190757802084439
1.4787323226187747, 2.1689264651521096
1.489198179602337, 2.2626464944131004
1.489198179602337, 2.253443863919998
1.4890903476405262, 2.2351507374541932
1.488968283144493, 2.1992611614039683
1.4889642145002875, 2.2172171131674543
1.4889581115548252, 2.1932058977661817
1.4997667964262837, 2.2544533086946297
1.4996581991971625, 2.2057158992704737
1.510916088797853, 2.1427135364564514
1.5105156654566674, 2.2445739340202295
1.5326449695383877, 2.262621161049838
1.543793988597362, 2.2504371382196138
1.5542764392229107, 2.259899478000659
1.5887945171441236, 2.299956687146087
